,CityState,University,Uni CityState,Distance,Closest,City,City Lat,City Lng,Distance_Text,State,Time,Time_Text,Uni Lat,Uni Lng,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Employment Labor Force,Employment Unemployed,Employment Male Computer Engineering,Employment Female Computer Engineering,Median Age,Median Male Age,Median Female Age,Household Income,Income Per Capita,Median Gross Rent,Median Home Value,Impressions,CPC,CTR,Cost
1188,"AUSTELL, GA",GTECH,"ATLANTA, GA",12.4382554138507,1,AUSTELL,33.811276,-84.6081765,19.3 mi,GA,2362.0,39 mins,33.7756178,-84.396285,47157.0,15972.0,27501.0,54.0,398.0,8953.0,470.0,7515.0,1663.0,1901.0,4566.0,1746.0,228.0,270.0,11895.0,24828.0,2803.0,579.0,267.0,34.95,34.0,35.75,41878.0,20541.5,881.5,100650.0,10.01,17.6,0.039,6.72
1201,"AUTAUGAVILLE, AL",GTECH,"ATLANTA, GA",162.910152955187,1,AUTAUGAVILLE,32.451904,-86.723821,192 mi,AL,10925.0,3 hours 2 mins,33.7756178,-84.396285,1716.0,598.0,1082.0,0.0,0.0,17.0,51.0,417.0,56.0,107.0,80.0,39.0,0.0,3.0,426.0,780.0,105.0,27.0,0.0,44.6,40.9,48.0,24861.0,22347.0,581.0,52600.0,,,,
1220,"AVERA, GA",GTECH,"SAVANNAH, GA",111.249054279256,1,AVERA,33.133196,-82.549061,135 mi,GA,7940.0,2 hours 12 mins,32.0835,-81.0998,770.0,596.0,169.0,0.0,1.0,0.0,2.0,284.0,17.0,27.0,13.0,4.0,0.0,0.0,151.0,277.0,21.0,0.0,0.0,52.1,43.8,54.0,33750.0,16659.0,625.0,63800.0,,,,
1257,"AVONDALE ESTATES, GA",GTECH,"ATLANTA, GA",7.74973819954323,1,AVONDALE ESTATES,33.773335,-84.261667,13.1 mi,GA,2216.0,37 mins,33.7756178,-84.396285,5835.0,3313.0,1710.0,0.0,578.0,272.0,114.0,417.0,166.0,245.0,995.0,686.0,364.0,245.0,1134.0,3216.0,288.0,196.0,60.0,39.8,40.3,39.3,47386.0,38291.0,716.0,271700.0,1.59,4.23,0.025,0.16
1263,"AWENDAW, SC",GTECH,"SAVANNAH, GA",104.512589249797,1,AWENDAW,32.973563,-79.650117,135 mi,SC,10743.0,2 hours 59 mins,32.0835,-81.0998,2762.0,1380.0,1314.0,0.0,34.0,81.0,11.0,545.0,14.0,116.0,423.0,174.0,16.0,0.0,416.0,1414.0,67.0,24.0,35.0,48.4,42.1,49.6,50969.0,30305.0,728.0,268200.0,,,,
1264,"AXIS, AL",GTECH,"ATLANTA, GA",287.945705895616,1,AXIS,30.94195,-88.015792,,AL,,,33.7756178,-84.396285,1617.0,1018.0,508.0,0.0,75.0,0.0,12.0,306.0,19.0,42.0,114.0,74.0,0.0,0.0,194.0,746.0,49.0,0.0,19.0,42.6,40.5,42.9,42721.0,21465.0,1071.0,108000.0,,,,
1265,"AXSON, GA",GTECH,"SAVANNAH, GA",110.314140776256,1,AXSON,31.296189,-82.730338,149 mi,GA,9091.0,2 hours 32 mins,32.0835,-81.0998,1159.0,1059.0,47.0,14.0,0.0,142.0,16.0,246.0,81.0,40.0,27.0,20.0,0.0,5.0,182.0,523.0,38.0,14.0,5.0,41.1,38.0,41.5,49444.0,19524.0,490.0,81400.0,,,,
1292,"BACONTON, GA",GTECH,"ATLANTA, GA",167.29065386809,1,BACONTON,31.358537,-84.127936,200 mi,GA,11162.0,3 hours 6 mins,33.7756178,-84.396285,2723.0,1478.0,1098.0,14.0,3.0,92.0,16.0,636.0,86.0,164.0,77.0,37.0,0.0,0.0,714.0,1147.0,160.0,22.0,2.0,37.6,40.5,36.8,33485.0,14587.0,522.0,79500.0,,,,
1323,"BAINBRIDGE, GA",GTECH,"ATLANTA, GA",200.90401804582,1,BAINBRIDGE,30.866053,-84.618036,,GA,,,33.7756178,-84.396285,20820.0,10752.0,9020.0,55.0,86.0,939.0,289.0,3696.0,1113.0,989.0,1431.0,750.0,84.0,188.0,5257.0,8136.0,548.0,212.0,19.0,38.7,35.75,40.75,31632.0,18741.5,628.5,114550.0,1.82,9.09,0.05,0.81
1355,"BALDWIN, GA",GTECH,"ATLANTA, GA",69.8420308987747,1,BALDWIN,34.449698,-83.486672,82.3 mi,GA,6012.0,1 hour 40 mins,33.7756178,-84.396285,3722.0,3312.0,119.0,9.0,11.0,580.0,96.0,831.0,149.0,269.0,230.0,34.0,12.0,0.0,735.0,1657.0,136.0,9.0,19.0,34.1,35.1,34.0,43311.0,19030.0,632.0,141000.0,,,,
1370,"BALL GROUND, GA",GTECH,"ATLANTA, GA",38.7525836149428,1,BALL GROUND,34.336291,-84.345793,51.3 mi,GA,4935.0,1 hour 22 mins,33.7756178,-84.396285,13872.0,13180.0,99.0,0.0,133.0,524.0,24.0,2478.0,866.0,744.0,1395.0,558.0,202.0,53.0,1651.0,7058.0,459.0,195.0,58.0,40.0,38.9,40.2,62456.0,25649.0,889.0,172000.0,1.36,13.72,0.038,0.7
1390,"BAMBERG, SC",GTECH,"SAVANNAH, GA",79.900382116528,1,BAMBERG,33.241221,-81.023815,91.8 mi,SC,5839.0,1 hour 37 mins,32.0835,-81.0998,7152.0,2799.0,4274.0,10.0,20.0,99.0,89.0,1041.0,81.0,536.0,545.0,292.0,50.0,41.0,1475.0,2929.0,201.0,41.0,0.0,40.8,40.8,40.8,36217.0,17891.0,663.0,72100.0,,,,
1409,"BANKS, AL",GTECH,"ATLANTA, GA",151.137020759924,1,BANKS,31.888214,-85.7196,170 mi,AL,10026.0,2 hours 47 mins,33.7756178,-84.396285,1652.0,1083.0,507.0,0.0,38.0,7.0,0.0,481.0,13.0,61.0,49.0,67.0,8.0,0.0,341.0,766.0,116.0,10.0,6.0,43.1,41.5,43.8,32813.0,20708.0,608.0,83100.0,,,,
1413,"BANKSTON, AL",GTECH,"ATLANTA, GA",188.860109063507,1,BANKSTON,33.719014,-87.675988,220 mi,AL,12322.0,3 hours 25 mins,33.7756178,-84.396285,1264.0,1246.0,18.0,0.0,0.0,0.0,16.0,356.0,85.0,43.0,62.0,0.0,0.0,0.0,194.0,458.0,22.0,0.0,0.0,51.9,53.2,50.8,33654.0,22879.0,539.0,73900.0,,,,
1466,"BARNESVILLE, GA",GTECH,"ATLANTA, GA",52.0796814127831,1,BARNESVILLE,33.05605,-84.121042,67.5 mi,GA,4740.0,1 hour 19 mins,33.7756178,-84.396285,12813.0,7278.0,5019.0,40.0,114.0,94.0,108.0,2331.0,658.0,493.0,947.0,291.0,39.0,117.0,2642.0,5543.0,845.0,108.0,0.0,38.1,39.0,36.6,35787.0,18134.0,628.0,114500.0,0.68,44.52,0.049,1.45
1475,"BARNEY, GA",GTECH,"ATLANTA, GA",198.285172013241,1,BARNEY,30.992647,-83.533505,221 mi,GA,11694.0,3 hours 15 mins,33.7756178,-84.396285,1420.0,962.0,458.0,0.0,0.0,0.0,0.0,263.0,55.0,60.0,25.0,9.0,17.0,0.0,475.0,670.0,170.0,0.0,0.0,42.0,34.4,46.3,21250.0,14586.0,604.0,103800.0,,,,
1486,"BARNWELL, SC",GTECH,"SAVANNAH, GA",81.422781950807,1,BARNWELL,33.231937,-81.428404,97.1 mi,SC,6683.0,1 hour 51 mins,32.0835,-81.0998,11384.0,6046.0,4905.0,87.0,7.0,420.0,137.0,2383.0,219.0,809.0,694.0,156.0,10.0,26.0,2950.0,4975.0,620.0,126.0,37.0,38.7,38.3,39.4,35868.0,20146.0,653.0,80400.0,,,,
1531,"BARTOW, GA",GTECH,"SAVANNAH, GA",99.3465920963976,1,BARTOW,32.88898,-82.510648,117 mi,GA,6853.0,1 hour 54 mins,32.0835,-81.0998,1928.0,1151.0,765.0,0.0,6.0,0.0,44.0,458.0,65.0,140.0,133.0,52.0,0.0,0.0,326.0,798.0,86.0,0.0,3.0,45.1,42.8,47.4,,19299.0,665.0,56700.0,,,,
1533,"BARWICK, GA",GTECH,"SAVANNAH, GA",175.812576181936,1,BARWICK,30.878167,-83.724533,214 mi,GA,13883.0,3 hours 51 mins,32.0835,-81.0998,463.0,214.0,122.0,0.0,0.0,122.0,1.0,91.0,14.0,7.0,24.0,8.0,5.0,0.0,161.0,199.0,30.0,0.0,0.0,34.4,28.5,37.4,27434.0,16617.0,626.0,87600.0,,,,
1583,"BATH, SC",GTECH,"SAVANNAH, GA",107.499102542185,1,BATH,33.500764,-81.871584,125 mi,SC,8509.0,2 hours 22 mins,32.0835,-81.0998,1244.0,1038.0,29.0,0.0,0.0,194.0,0.0,250.0,108.0,41.0,22.0,0.0,0.0,0.0,594.0,458.0,84.0,0.0,0.0,34.9,32.8,36.0,19766.0,12251.0,659.0,66400.0,,,,
1603,"BAXLEY, GA",GTECH,"SAVANNAH, GA",76.3066597396133,1,BAXLEY,31.77705,-82.347726,91.8 mi,GA,6155.0,1 hour 43 mins,32.0835,-81.0998,16410.0,12556.0,3037.0,21.0,154.0,1696.0,167.0,3887.0,734.0,444.0,920.0,305.0,201.0,64.0,3348.0,6922.0,540.0,63.0,26.0,37.8,35.8,38.7,37100.0,19227.0,495.0,73900.0,,,,
1615,"BAY MINETTE, AL",GTECH,"ATLANTA, GA",280.541347593684,1,BAY MINETTE,30.858609,-87.742025,,AL,,,33.7756178,-84.396285,19760.0,15166.0,4165.0,101.0,20.0,380.0,97.0,3838.0,952.0,1509.0,1315.0,452.0,67.0,33.0,3149.0,8482.0,574.0,109.0,49.0,40.5,35.4,42.6,37664.0,19682.0,619.0,118900.0,,,,
1633,"BAYOU LA BATRE, AL",GTECH,"ATLANTA, GA",325.462069261112,1,BAYOU LA BATRE,30.39302,-88.270178,,AL,,,33.7756178,-84.396285,2192.0,1138.0,356.0,0.0,579.0,172.0,71.0,292.0,57.0,78.0,64.0,3.0,3.0,0.0,720.0,913.0,66.0,0.0,0.0,31.7,31.5,32.1,32857.0,14065.0,675.0,86500.0,,,,
1682,"BEATRICE, AL",GTECH,"ATLANTA, GA",213.883969535293,1,BEATRICE,31.76474,-87.195168,,AL,,,33.7756178,-84.396285,1177.0,217.0,952.0,0.0,8.0,0.0,15.0,343.0,21.0,71.0,61.0,32.0,2.0,0.0,453.0,502.0,143.0,0.0,0.0,35.8,30.1,47.6,25750.0,14231.0,550.0,51500.0,,,,
1690,"BEAUFORT, SC",GTECH,"SAVANNAH, GA",31.4692891587871,1,BEAUFORT,32.39726875,-80.70932525,39.2 mi,SC,3400.0,57 mins,32.0835,-81.0998,40466.0,25141.0,11654.0,103.0,388.0,4428.0,130.0,5091.0,790.0,2018.0,3482.0,1998.0,295.0,349.0,6601.0,20986.0,1645.0,172.0,70.0,25.85,25.025,26.775,63336.6666666667,19195.75,913.0,176600.0,4.37,10.11,0.03,1.32
1764,"BEECH ISLAND, SC",GTECH,"SAVANNAH, GA",104.504039335024,1,BEECH ISLAND,33.457043,-81.86071,121 mi,SC,8239.0,2 hours 17 mins,32.0835,-81.0998,8213.0,4694.0,2929.0,18.0,47.0,493.0,107.0,1591.0,656.0,452.0,395.0,144.0,16.0,0.0,2593.0,3881.0,486.0,30.0,6.0,40.1,34.4,46.5,31552.0,17746.0,547.0,74300.0,,,,
1825,"BELLAMY, AL",GTECH,"ATLANTA, GA",236.719739576717,1,BELLAMY,32.421636,-88.14733,,AL,,,33.7756178,-84.396285,524.0,60.0,464.0,0.0,0.0,0.0,0.0,137.0,30.0,21.0,9.0,0.0,0.0,0.0,282.0,91.0,0.0,0.0,0.0,50.6,61.0,48.0,21912.0,12873.0,,31700.0,,,,
1889,"BELLWOOD, AL",GTECH,"ATLANTA, GA",196.690715301995,1,BELLWOOD,31.178551,-85.793943,243 mi,AL,14148.0,3 hours 56 mins,33.7756178,-84.396285,256.0,84.0,172.0,0.0,0.0,0.0,0.0,43.0,0.0,46.0,14.0,0.0,0.0,0.0,110.0,90.0,21.0,0.0,0.0,44.2,12.3,44.5,36336.0,19343.0,,,,,,
2037,"BERLIN, GA",GTECH,"ATLANTA, GA",192.006026636067,1,BERLIN,31.067453,-83.622768,221 mi,GA,11767.0,3 hours 16 mins,33.7756178,-84.396285,409.0,322.0,66.0,0.0,0.0,21.0,8.0,114.0,14.0,19.0,22.0,0.0,6.0,0.0,70.0,143.0,10.0,0.0,0.0,41.6,41.1,42.7,32500.0,17465.0,534.0,65300.0,,,,
2063,"BERRY, AL",GTECH,"ATLANTA, GA",181.571460865599,1,BERRY,33.619425,-87.542714,208 mi,AL,12347.0,3 hours 26 mins,33.7756178,-84.396285,3719.0,3547.0,61.0,0.0,21.0,45.0,53.0,873.0,251.0,119.0,283.0,59.0,2.0,0.0,845.0,1529.0,131.0,7.0,3.0,42.2,44.0,41.3,35913.0,18799.0,359.0,71700.0,0.23,4.61,0.049,0.05
2086,"BESSEMER, AL",GTECH,"ATLANTA, GA",152.641254904767,1,BESSEMER,33.397702,-87.0038203333333,168 mi,AL,9449.0,2 hours 37 mins,33.7756178,-84.396285,72156.0,35278.0,33004.0,166.0,451.0,2477.0,301.0,14200.0,3071.0,4291.0,5460.0,2086.0,336.0,191.0,14230.0,31056.0,3400.0,779.0,224.0,39.9333333333333,37.6333333333333,42.3,44196.0,21207.6666666667,775.0,114900.0,3.45,9.38,0.037,1.17
2118,"BETHLEHEM, GA",GTECH,"ATLANTA, GA",38.1817794598193,1,BETHLEHEM,33.929472,-83.758422,45.4 mi,GA,4633.0,1 hour 17 mins,33.7756178,-84.396285,12460.0,10093.0,1451.0,0.0,218.0,1381.0,98.0,1754.0,722.0,994.0,1049.0,284.0,57.0,42.0,1718.0,6058.0,503.0,117.0,34.0,34.1,32.4,35.6,62593.0,21818.0,1035.0,124600.0,,,,
2232,"BILLINGSLEY, AL",GTECH,"ATLANTA, GA",155.582092005886,1,BILLINGSLEY,32.64656,-86.722096,199 mi,AL,11350.0,3 hours 9 mins,33.7756178,-84.396285,1439.0,1232.0,182.0,1.0,0.0,16.0,8.0,221.0,41.0,117.0,19.0,94.0,0.0,0.0,212.0,713.0,73.0,0.0,2.0,43.5,40.9,43.9,50568.0,23685.0,,151700.0,,,,
2263,"BIRMINGHAM, AL",GTECH,"ATLANTA, GA",139.819523184452,1,BIRMINGHAM,33.5051360666667,-86.8001744666667,152 mi,AL,8727.0,2 hours 25 mins,33.7756178,-84.396285,497450.0,251913.0,217799.0,909.0,11585.0,21189.0,2755.0,61317.0,10270.0,24047.0,78149.0,32190.0,13623.0,7324.0,92560.0,251629.0,21963.0,7818.0,3280.0,36.77,35.3566666666667,38.28,45750.3928571429,25761.8666666667,800.172413793103,166693.103448276,61.35,8.56,0.04,20.52
2276,"BISHOP, GA",GTECH,"ATLANTA, GA",52.0456953713772,1,BISHOP,33.791462,-83.492132,67.6 mi,GA,5036.0,1 hour 24 mins,33.7756178,-84.396285,5445.0,4936.0,354.0,0.0,93.0,281.0,2.0,584.0,74.0,289.0,707.0,436.0,136.0,123.0,565.0,2568.0,191.0,91.0,39.0,37.1,37.0,37.3,77234.0,29852.0,937.0,262000.0,,,,
2313,"BLACK, AL",GTECH,"ATLANTA, GA",206.288899920071,1,BLACK,31.018937,-85.772824,,AL,,,33.7756178,-84.396285,509.0,494.0,0.0,2.0,0.0,0.0,0.0,176.0,24.0,7.0,50.0,16.0,1.0,0.0,112.0,255.0,3.0,14.0,3.0,49.6,48.8,53.0,51607.0,28331.0,620.0,110700.0,,,,
2322,"BLACKSHEAR, GA",GTECH,"SAVANNAH, GA",86.379432311014,1,BLACKSHEAR,31.309373,-82.25325,118 mi,GA,6983.0,1 hour 56 mins,32.0835,-81.0998,14810.0,12730.0,1237.0,0.0,92.0,632.0,261.0,2920.0,689.0,585.0,730.0,425.0,133.0,138.0,3619.0,6204.0,592.0,55.0,32.0,38.7,35.9,40.1,39160.0,21408.0,546.0,99700.0,,,,
2330,"BLACKVILLE, SC",GTECH,"SAVANNAH, GA",89.2623171116821,1,BLACKVILLE,33.370534,-81.273172,99.9 mi,SC,7371.0,2 hours 3 mins,32.0835,-81.0998,4660.0,1361.0,2985.0,1.0,149.0,153.0,80.0,1026.0,89.0,242.0,280.0,72.0,0.0,0.0,1255.0,2045.0,337.0,9.0,0.0,40.0,39.2,40.7,31875.0,16927.0,539.0,63000.0,,,,
2358,"BLAIRSVILLE, GA",GTECH,"ATLANTA, GA",78.7572054575161,1,BLAIRSVILLE,34.85953,-83.960571,114 mi,GA,7947.0,2 hours 12 mins,33.7756178,-84.396285,18969.0,18400.0,90.0,50.0,154.0,586.0,36.0,4177.0,856.0,1465.0,1856.0,1249.0,163.0,108.0,2248.0,7287.0,623.0,76.0,114.0,54.8,53.5,56.8,40161.0,22589.0,591.0,187500.0,2.73,25.63,0.037,2.5
2361,"BLAKELY, GA",GTECH,"ATLANTA, GA",171.125814977692,1,BLAKELY,31.336246,-84.946067,199 mi,GA,11097.0,3 hours 5 mins,33.7756178,-84.396285,7972.0,3708.0,4114.0,0.0,20.0,168.0,65.0,1755.0,206.0,407.0,397.0,346.0,57.0,28.0,2034.0,3264.0,305.0,70.0,7.0,38.8,37.1,40.0,37341.0,19322.0,590.0,82800.0,,,,
2425,"BLOOMINGDALE, GA",GTECH,"SAVANNAH, GA",14.4312216752404,1,BLOOMINGDALE,32.121659,-81.341739,19.8 mi,GA,1696.0,28 mins,32.0835,-81.0998,9389.0,8587.0,600.0,0.0,27.0,269.0,35.0,2114.0,371.0,330.0,649.0,217.0,25.0,24.0,1045.0,4726.0,326.0,107.0,14.0,37.1,38.0,36.2,54986.0,23813.0,936.0,136600.0,,,,
2487,"BLUE RIDGE, GA",GTECH,"ATLANTA, GA",72.1822684686848,1,BLUE RIDGE,34.821043,-84.322383,96.0 mi,GA,7299.0,2 hours 2 mins,33.7756178,-84.396285,11102.0,10781.0,35.0,129.0,0.0,305.0,74.0,2601.0,617.0,610.0,729.0,284.0,129.0,91.0,2901.0,4474.0,464.0,110.0,23.0,50.7,50.8,50.7,33120.0,18409.0,649.0,165500.0,2.05,9.37,0.039,0.72
2514,"BLUFFTON, GA",GTECH,"ATLANTA, GA",160.138118457359,1,BLUFFTON,31.495163,-84.925018,191 mi,GA,10702.0,2 hours 58 mins,33.7756178,-84.396285,415.0,281.0,134.0,0.0,0.0,0.0,0.0,137.0,16.0,29.0,67.0,10.0,1.0,1.0,230.0,145.0,5.0,0.0,6.0,55.6,59.1,52.5,18750.0,13800.0,,71500.0,,,,
2518,"BLUFFTON, SC",GTECH,"SAVANNAH, GA",15.182197186228,1,BLUFFTON,32.214521,-80.89157,23.1 mi,SC,2247.0,37 mins,32.0835,-81.0998,37678.0,29894.0,3829.0,71.0,792.0,7671.0,427.0,5134.0,824.0,2287.0,5752.0,2277.0,407.0,192.0,3888.0,20488.0,1160.0,280.0,134.0,36.4,35.2,38.3,61864.0,30954.0,1149.0,233300.0,5.05,6.17,0.067,2.05
2526,"BLYTHE, GA",GTECH,"SAVANNAH, GA",104.127391390936,1,BLYTHE,33.279569,-82.191791,129 mi,GA,8076.0,2 hours 15 mins,32.0835,-81.0998,2779.0,2093.0,613.0,5.0,0.0,42.0,43.0,431.0,175.0,77.0,113.0,33.0,0.0,17.0,745.0,1013.0,155.0,13.0,0.0,37.3,39.0,35.4,31042.0,16459.0,647.0,89400.0,0.23,22.53,0.042,0.21
2532,"BOAZ, AL",GTECH,"ATLANTA, GA",105.537068819822,1,BOAZ,34.1711525,-86.1718235,142 mi,AL,9470.0,2 hours 38 mins,33.7756178,-84.396285,24905.0,23115.0,284.0,186.0,180.0,3598.0,462.0,3851.0,1010.0,1542.0,1498.0,666.0,158.0,26.0,4845.0,11136.0,961.0,110.0,38.0,36.75,34.6,37.75,42912.0,18645.0,647.0,99450.0,1.84,11.47,0.049,1.01
2547,"BOGART, GA",GTECH,"ATLANTA, GA",51.541816708919,1,BOGART,33.924456,-83.517926,59.4 mi,GA,5385.0,1 hour 30 mins,33.7756178,-84.396285,10027.0,7961.0,1333.0,1.0,506.0,562.0,90.0,1392.0,346.0,389.0,1376.0,784.0,281.0,213.0,1007.0,4997.0,348.0,217.0,92.0,40.8,38.9,42.0,59545.0,31677.0,948.0,186500.0,1.36,76.41,0.029,2.99
2572,"BOLIGEE, AL",GTECH,"ATLANTA, GA",220.192780869544,1,BOLIGEE,32.755279,-88.000762,,AL,,,33.7756178,-84.396285,1992.0,120.0,1865.0,7.0,0.0,0.0,15.0,617.0,55.0,40.0,43.0,28.0,18.0,0.0,1056.0,579.0,87.0,0.0,0.0,29.7,27.6,35.1,17676.0,12231.0,329.0,58600.0,,,,
2592,"BON AIR, AL",GTECH,"ATLANTA, GA",117.395203856066,1,BON AIR,33.264859,-86.336417,133 mi,AL,8254.0,2 hours 18 mins,33.7756178,-84.396285,61.0,61.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,4.0,0.0,0.0,22.0,18.0,0.0,0.0,0.0,28.6,31.5,28.1,26250.0,8057.0,,,,,,
2594,"BON SECOUR, AL",GTECH,"ATLANTA, GA",309.023898750777,1,BON SECOUR,30.315155,-87.747247,,AL,,,33.7756178,-84.396285,806.0,738.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,68.0,0.0,0.0,0.0,0.0,118.0,72.0,46.0,0.0,0.0,62.4,63.3,61.4,,11181.0,,86300.0,,,,
2596,"BONAIRE, GA",GTECH,"ATLANTA, GA",96.6719099413542,1,BONAIRE,32.544201,-83.597459,109 mi,GA,6864.0,1 hour 54 mins,33.7756178,-84.396285,17440.0,12343.0,4259.0,0.0,333.0,1123.0,69.0,2709.0,309.0,1382.0,1752.0,1055.0,160.0,51.0,2427.0,8643.0,698.0,540.0,114.0,35.8,37.0,35.1,67434.0,27456.0,955.0,150100.0,,,,
2621,"BONNEAU, SC",GTECH,"SAVANNAH, GA",108.718531556692,1,BONNEAU,33.278777,-79.882079,149 mi,SC,8940.0,2 hours 29 mins,32.0835,-81.0998,6731.0,5722.0,879.0,0.0,26.0,5.0,61.0,1679.0,289.0,341.0,279.0,95.0,20.0,0.0,1113.0,3183.0,330.0,126.0,38.0,40.4,39.9,40.6,51047.0,20469.0,729.0,112200.0,,,,
2673,"BOSTON, GA",GTECH,"SAVANNAH, GA",182.913346597023,1,BOSTON,30.778489,-83.796406,217 mi,GA,14152.0,3 hours 56 mins,32.0835,-81.0998,3243.0,1596.0,1548.0,0.0,0.0,154.0,35.0,881.0,91.0,88.0,216.0,85.0,13.0,8.0,718.0,1477.0,140.0,13.0,10.0,43.9,45.6,42.4,34840.0,17164.0,690.0,106100.0,,,,
2679,"BOSTWICK, GA",GTECH,"ATLANTA, GA",49.308358845516,1,BOSTWICK,33.726758,-83.541819,63.2 mi,GA,4774.0,1 hour 20 mins,33.7756178,-84.396285,250.0,82.0,135.0,0.0,0.0,33.0,2.0,51.0,1.0,0.0,12.0,29.0,4.0,0.0,35.0,139.0,12.0,0.0,0.0,45.2,46.2,38.3,,16550.0,,111100.0,,,,
2720,"BOWDON, GA",GTECH,"ATLANTA, GA",52.7073037256851,1,BOWDON,33.5317,-85.262996,67.8 mi,GA,4780.0,1 hour 20 mins,33.7756178,-84.396285,7508.0,6349.0,871.0,52.0,25.0,45.0,73.0,1765.0,499.0,179.0,314.0,231.0,101.0,33.0,1603.0,3587.0,408.0,29.0,6.0,44.6,44.5,44.6,38826.0,22439.0,654.0,94700.0,0.45,4.82,0.02,0.04
2725,"BOWERSVILLE, GA",GTECH,"ATLANTA, GA",88.7374550627041,1,BOWERSVILLE,34.380913,-83.030697,102 mi,GA,6649.0,1 hour 51 mins,33.7756178,-84.396285,1712.0,1313.0,366.0,0.0,0.0,7.0,32.0,412.0,92.0,85.0,57.0,23.0,22.0,0.0,230.0,736.0,13.0,2.0,0.0,40.8,40.8,41.0,32092.0,17955.0,724.0,69400.0,,,,
2741,"BOWMAN, GA",GTECH,"ATLANTA, GA",82.6339314794154,1,BOWMAN,34.186246,-83.044149,98.9 mi,GA,7066.0,1 hour 58 mins,33.7756178,-84.396285,3159.0,2515.0,508.0,0.0,32.0,107.0,33.0,858.0,227.0,41.0,191.0,54.0,13.0,0.0,616.0,1332.0,95.0,2.0,7.0,41.0,37.3,43.9,37591.0,17870.0,627.0,78800.0,,,,
2743,"BOWMAN, SC",GTECH,"SAVANNAH, GA",91.2265182732643,1,BOWMAN,33.348797,-80.639176,104 mi,SC,5584.0,1 hour 33 mins,32.0835,-81.0998,3410.0,1209.0,2060.0,23.0,0.0,99.0,56.0,939.0,146.0,231.0,272.0,159.0,0.0,0.0,618.0,1474.0,209.0,0.0,0.0,43.6,39.6,46.2,31033.0,16304.0,607.0,81600.0,,,,
2749,"BOX SPRINGS, GA",GTECH,"ATLANTA, GA",87.3369987821186,1,BOX SPRINGS,32.519338,-84.594755,129 mi,GA,7482.0,2 hours 5 mins,33.7756178,-84.396285,2313.0,1798.0,473.0,0.0,0.0,63.0,55.0,387.0,167.0,74.0,155.0,41.0,4.0,13.0,371.0,1061.0,96.0,4.0,12.0,49.8,47.9,51.1,39020.0,19688.0,665.0,101000.0,,,,
2764,"BOYKIN, AL",GTECH,"ATLANTA, GA",205.094539344337,1,BOYKIN,32.05363,-87.274538,,AL,,,33.7756178,-84.396285,61.0,0.0,61.0,0.0,0.0,0.0,20.0,11.0,0.0,10.0,15.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,60.5,,60.5,,11500.0,,63800.0,,,,
2847,"BRANCHVILLE, SC",GTECH,"SAVANNAH, GA",80.9057451097952,1,BRANCHVILLE,33.231512,-80.808866,95.6 mi,SC,5503.0,1 hour 32 mins,32.0835,-81.0998,3110.0,2176.0,868.0,6.0,3.0,0.0,26.0,735.0,191.0,195.0,251.0,111.0,6.0,0.0,498.0,1528.0,192.0,5.0,11.0,43.3,40.5,44.1,43269.0,18838.0,481.0,74700.0,,,,
2874,"BRANTLEY, AL",GTECH,"ATLANTA, GA",186.830171887267,1,BRANTLEY,31.594781,-86.301377,225 mi,AL,12800.0,3 hours 33 mins,33.7756178,-84.396285,2584.0,1840.0,668.0,44.0,15.0,0.0,24.0,591.0,77.0,147.0,201.0,76.0,5.0,5.0,404.0,1275.0,83.0,56.0,5.0,43.3,38.6,44.8,35556.0,24923.0,466.0,79900.0,,,,
2876,"BRASELTON, GA",GTECH,"ATLANTA, GA",42.2112289753536,1,BRASELTON,34.130358,-83.797204,46.4 mi,GA,4364.0,1 hour 13 mins,33.7756178,-84.396285,12423.0,11171.0,408.0,0.0,433.0,900.0,186.0,1720.0,419.0,706.0,1796.0,604.0,228.0,75.0,1437.0,6080.0,427.0,214.0,52.0,36.0,34.1,37.8,72629.0,31461.0,1091.0,181400.0,0.91,15.08,0.028,0.38
2880,"BRASSTOWN, NC",GTECH,"ATLANTA, GA",89.4862604430079,1,BRASSTOWN,35.022285,-83.959171,121 mi,NC,8583.0,2 hours 23 mins,33.7756178,-84.396285,1476.0,1454.0,6.0,0.0,0.0,33.0,0.0,292.0,90.0,92.0,177.0,12.0,6.0,39.0,318.0,595.0,135.0,0.0,29.0,46.1,45.6,47.8,40410.0,21623.0,638.0,163500.0,,,,
2911,"BREMEN, GA",GTECH,"ATLANTA, GA",42.6330098964035,1,BREMEN,33.744459,-85.135938,51.4 mi,GA,4110.0,1 hour 9 mins,33.7756178,-84.396285,12871.0,11523.0,899.0,20.0,99.0,214.0,139.0,2296.0,571.0,435.0,939.0,376.0,234.0,67.0,2844.0,5878.0,676.0,90.0,47.0,38.5,36.5,39.5,45058.0,22121.0,687.0,111800.0,0.45,2.38,0.045,0.05
